r_title,r_media_title,r_post_date,r_upvote_ratio,r_score,r_media_data,r_post_artist,r_post_song,r_media_artist,r_media_song,r_genres,link_source,sp_link,yt_link,yt_video_id,sc_link,sc_embed_link,bc_embed_link,video_title,channel_title,publish_date,vid_duration,view_count,thumbnail_standard,like_count,comment_count,video_tags,view_count_readable,like_count_readable,comment_count_readable,vid_duration_readable,publish_date_readable,r_score_readable
Bananagun -- Do Yeah [Psychedelic Rock] (2019),BANANAGUN - Do Yeah (Video Clip),2022-11-08,0.86,5.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'BANANAGUN - Do Yeah (Video Clip)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/HysMGR9t6DY?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""BANANAGUN - Do Yeah (Video Clip)""></iframe>', 'author_name': 'Anti Fade Records', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/HysMGR9t6DY/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCQZePynAlY1y3k9P3ZmGvUg'}}",Bananagun,Do Yeah,BANANAGUN,Do Yeah,psychedelic rock,youtube,,https://www.youtube.com/watch?v=HysMGR9t6DY,HysMGR9t6DY,,,,BANANAGUN - Do Yeah (Video Clip),Anti Fade Records,2019-02-05T20:59:27Z,PT2M58S,180470,https://i.ytimg.com/vi/HysMGR9t6DY/hqdefault.jpg,2199,141,"['bananagun', 'banana gun', 'antifade', 'do yeah', 'alex mclaren', 'melbourne']",180K,2.2K,141,02:58,2019-02-05,5
The Night Monitor — Ripperston Farm [electronic/ ambient](2020),Ripperston Farm,2022-11-08,0.78,5.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Ripperston Farm', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/05mQG-aopt4?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Ripperston Farm""></iframe>', 'author_name': 'The Night Monitor - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/05mQG-aopt4/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCguE5JwszfQqT-ydhBGem5A'}}",The Night Monitor,Ripperston Farm,,,"electronic, ambient",youtube,,https://www.youtube.com/watch?v=05mQG-aopt4,05mQG-aopt4,,,,Ripperston Farm,The Night Monitor - Topic,2020-11-13T14:22:09Z,PT1M52S,256,https://i.ytimg.com/vi/05mQG-aopt4/hqdefault.jpg,6,0,"['The Night Monitor', 'Spacemen Mystery of the Terror Triangle', 'Ripperston Farm']",256,6,0,01:52,2020-11-13,5
Neon Capital - 'Maniac Cop' [outrun],Neon Capital - 'Maniac Cop' (Official Audio),2022-11-11,0.74,4.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': ""Neon Capital - 'Maniac Cop' (Official Audio)"", 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/vWqg_7MY94s?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Neon Capital - &#39;Maniac Cop&#39; (Official Audio)""></iframe>', 'author_name': 'Neon Capital', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/vWqg_7MY94s/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/NeonCapital'}}",Neon Capital,Maniac Cop,Neon Capital,Maniac Cop,outrun,youtube,,https://www.youtube.com/watch?v=vWqg_7MY94s,vWqg_7MY94s,,,,Neon Capital - 'Maniac Cop' (Official Audio),Neon Capital,2022-11-11T08:25:20Z,PT3M38S,203,https://i.ytimg.com/vi/vWqg_7MY94s/hqdefault.jpg,15,9,"['synthwave', 'retro wave', 'electro', 'outrun', 'maniac cop', '80s horror', 'stranger things', 'synthpop', 'daft punk', 'KAVINSKY', 'the midnight', 'retro', '80s', 'italo disco']",203,15,9,03:38,2022-11-11,4
Wild Horse - Bitter [80's Indie-Pop] (2022),Bitter,2022-11-09,0.61,4.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Bitter', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/UtcjS4cL-20?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Bitter""></iframe>', 'author_name': 'Wild Horse - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/UtcjS4cL-20/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCRammf8hoxHqj_6dlpWZpBw'}}",Wild Horse,Bitter,,,80's indie-pop,youtube,,https://www.youtube.com/watch?v=UtcjS4cL-20,UtcjS4cL-20,,,,Bitter,Wild Horse - Topic,2022-09-01T10:08:28Z,PT3M38S,133,https://i.ytimg.com/vi/UtcjS4cL-20/hqdefault.jpg,10,0,"['Wild Horse', 'Bitter']",133,10,0,03:38,2022-09-01,4
Mermaid Blood - By the River [Shoegaze / Dream Pop] (2022),Mermaid Blood - By the River (LYRICS),2022-11-08,0.75,4.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Mermaid Blood - By the River (LYRICS)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/ry09sCRPUrQ?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Mermaid Blood - By the River (LYRICS)""></iframe>', 'author_name': 'Mermaid Blood', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/ry09sCRPUrQ/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCW33ClGmmf4yyT5TntzCqZw'}}",Mermaid Blood,By the River,Mermaid Blood,By the River,"shoegaze, dream pop",youtube,,https://www.youtube.com/watch?v=ry09sCRPUrQ,ry09sCRPUrQ,,,,Mermaid Blood - By the River (LYRICS),Mermaid Blood,2022-09-21T14:16:02Z,PT3M58S,243,https://i.ytimg.com/vi/ry09sCRPUrQ/hqdefault.jpg,9,5,,243,9,5,03:58,2022-09-21,4
The Happy Alright -- Up & Down [Pop] (2020),The Happy Alright - Up & Down (Official Video),2022-11-11,0.7,4.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'The Happy Alright - Up & Down (Official Video)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/ge1ZwoK10QM?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""The Happy Alright - Up &amp; Down (Official Video)""></iframe>', 'author_name': 'TheHappyAlright', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/ge1ZwoK10QM/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/user/TheHappyAlright'}}",The Happy Alright,Up & Down,The Happy Alright,Up & Down,pop,youtube,,https://www.youtube.com/watch?v=ge1ZwoK10QM,ge1ZwoK10QM,,,,The Happy Alright - Up & Down (Official Video),TheHappyAlright,2020-11-13T17:58:59Z,PT3M43S,3919,https://i.ytimg.com/vi/ge1ZwoK10QM/hqdefault.jpg,156,23,,3.92K,156,23,03:43,2020-11-13,4
Kombo - I Don't Stop [Hip-Hop] (1999),Kombo MC - I Don't Stop,2022-11-10,0.76,4.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': ""Kombo MC - I Don't Stop"", 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/qTpOxece9Hg?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Kombo MC - I Don&#39;t Stop""></iframe>', 'author_name': 'NombaWon', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/qTpOxece9Hg/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/user/NombaWon'}}",Kombo,I Dont Stop,Kombo MC,I Don't Stop,hip hop,youtube,,https://www.youtube.com/watch?v=qTpOxece9Hg,qTpOxece9Hg,,,,Kombo MC - I Don't Stop,NombaWon,2008-11-14T18:37:57Z,PT4M2S,30417,https://i.ytimg.com/vi/qTpOxece9Hg/hqdefault.jpg,449,37,"['hip-hop', 'jazz', 'rap', 'school', 'yard', 'massive', 'donuts', 'Jay', 'Dilla', 'James', 'Dewit', 'Yancey', 'rest', 'in', 'peace', 'beats', 'soul', 'brother']",30.4K,449,37,04:02,2008-11-14,4
Siggi Armann - Lars is no loser [Folk?] (2001),Lars Is No Loser,2022-11-11,0.71,4.0,"{'oembed': {'provider_url': 'https://www.youtube.com/', 'title': 'Lars Is No Loser', 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/8KR4LjL5dZA?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Lars Is No Loser""></iframe>', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'version': '1.0', 'author_name': 'Siggi Ármann - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/8KR4LjL5dZA/hqdefault.jpg', 'type': 'video', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCflIqjiJmdjInz0uzVjrkMg'}, 'type': 'youtube.com'}",Siggi Armann,Lars is no loser,,,folk?,youtube,,https://www.youtube.com/watch?v=8KR4LjL5dZA,8KR4LjL5dZA,,,,Lars Is No Loser,Siggi Ármann - Topic,2019-01-13T11:05:52Z,PT2M54S,290,https://i.ytimg.com/vi/8KR4LjL5dZA/hqdefault.jpg,8,0,"['Siggi Ármann', 'Mindscape', 'Lars Is No Loser']",290,8,0,02:54,2019-01-13,4
Gaspar Di Lieto Quintet - A walk to the peak [Jazz] (2012),Gaspare Di Lieto Quintet - A walk to the peak (G.Di Lieto),2022-11-08,0.75,4.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Gaspare Di Lieto Quintet - A walk to the peak (G.Di Lieto)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/xCT3-gdxYiI?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Gaspare Di Lieto Quintet - A walk to the peak (G.Di Lieto)""></iframe>', 'author_name': 'jazzonthecoast', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/xCT3-gdxYiI/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/user/jazzonthecoast'}}",Gaspar Di Lieto Quintet,A walk to the peak,Gaspare Di Lieto Quintet,A walk to the peak,jazz,youtube,,https://www.youtube.com/watch?v=xCT3-gdxYiI,xCT3-gdxYiI,,,,Gaspare Di Lieto Quintet - A walk to the peak (G.Di Lieto),jazzonthecoast,2016-05-04T08:15:43Z,PT12M51S,69286,https://i.ytimg.com/vi/xCT3-gdxYiI/hqdefault.jpg,1350,159,,69.3K,1.35K,159,12:51,2016-05-04,4
Vesperwynd -- Silenced by Thunder [Atmospheric Black Metal] (2022),Silenced by Thunder,2022-11-12,1.0,4.0,"{'oembed': {'provider_url': 'https://www.youtube.com/', 'title': 'Silenced by Thunder', 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/w1dsLf3Voeo?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Silenced by Thunder""></iframe>', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'version': '1.0', 'author_name': 'Vesperwynd - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/w1dsLf3Voeo/hqdefault.jpg', 'type': 'video', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UChb6sKRhh0WUTP2v3C-kT5Q'}, 'type': 'youtube.com'}",Vesperwynd,Silenced by Thunder,,,atmospheric black metal,youtube,,https://www.youtube.com/watch?v=w1dsLf3Voeo,w1dsLf3Voeo,,,,Silenced by Thunder,Vesperwynd - Topic,2022-11-10T10:06:22Z,PT5M16S,48,https://i.ytimg.com/vi/w1dsLf3Voeo/hqdefault.jpg,5,0,"['Vesperwynd', 'Silenced by Thunder']",48,5,0,05:16,2022-11-10,4
Feist - Secret Heart (Live) [Alternative/Indie],feist - secret heart (live),2022-11-11,0.75,4.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'feist - secret heart (live)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/5q46M7ImRM8?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""feist - secret heart (live)""></iframe>', 'author_name': 'guitarguy1123', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/5q46M7ImRM8/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/user/guitarguy1123'}}",Feist,Secret Heart,feist,secret heart,"alternative, indie",youtube,,https://www.youtube.com/watch?v=5q46M7ImRM8,5q46M7ImRM8,,,,feist - secret heart (live),guitarguy1123,2008-10-25T00:27:57Z,PT5M28S,393087,https://i.ytimg.com/vi/5q46M7ImRM8/hqdefault.jpg,2814,168,"['feist', 'secret', 'geart', '(live)']",393K,2.81K,168,05:28,2008-10-25,4
Jack Coen -- Fugue on the Super Mario Theme [Baroque] (2021),Fugue on the Super Mario Brothers Theme,2022-11-10,0.83,4.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Fugue on the Super Mario Brothers Theme', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/ZPuqKe7_PcE?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Fugue on the Super Mario Brothers Theme""></iframe>', 'author_name': 'Jack Coen', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/ZPuqKe7_PcE/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCQOTQ8K4Exesd4peUAj2yhQ'}}",Jack Coen,Fugue on the Super Mario Theme,,,baroque,youtube,,https://www.youtube.com/watch?v=ZPuqKe7_PcE,ZPuqKe7_PcE,,,,Fugue on the Super Mario Brothers Theme,Jack Coen,2020-12-11T04:28:39Z,PT3M15S,709,https://i.ytimg.com/vi/ZPuqKe7_PcE/hqdefault.jpg,28,7,,709,28,7,03:15,2020-12-11,4
Approaching Black - Sensitive [Melodic House],Approaching Black - Sensitive,2022-11-11,0.67,4.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Approaching Black - Sensitive', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/pAKiHCWYHdI?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Approaching Black - Sensitive""></iframe>', 'author_name': 'CHOSEN', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/pAKiHCWYHdI/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/CHOSEN-OFSM'}}",Approaching Black,Sensitive,Approaching Black,Sensitive,melodic house,youtube,,https://www.youtube.com/watch?v=pAKiHCWYHdI,pAKiHCWYHdI,,,,Approaching Black - Sensitive,CHOSEN,2022-11-11T10:00:29Z,PT3M55S,72,https://i.ytimg.com/vi/pAKiHCWYHdI/hqdefault.jpg,6,1,"['Downtempo Electronic & Deep House', 'Downtempo Electronic', 'nu-disco', 'Deep House', 'Chill Out', 'Lounge', 'OFSM', 'music', 'house', 'funky house', 'vocal house', 'nudisco', 'chill house', 'chill music', 'chiil lounge', 'relax music', 'CHOSEN', 'downtempo electronic', 'electronic music', 'chosen.music.blog', 'CHOSEN music', 'selected music', 'only fine selected music', 'Melodic House & Techno', 'Organic House', 'Electro Pop', 'Approaching Black', 'Sensitive', 'Approaching Black - Sensitive']",72,6,1,03:55,2022-11-11,4
Moxy The Band - The Feeling of Letting Go [indie pop] (2022) from the album Dream Feeling released today,Moxy The Band - The Feeling of Letting Go (Visualizer),2022-11-11,0.8,3.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Moxy The Band - The Feeling of Letting Go (Visualizer)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/BTfzFQJSG2k?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Moxy The Band - The Feeling of Letting Go (Visualizer)""></iframe>', 'author_name': 'Moxy The Band', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/BTfzFQJSG2k/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/MoxyTheBand'}}",Moxy The Band,The Feeling of Letting Go,Moxy The Band,The Feeling of Letting Go,indie pop,youtube,,https://www.youtube.com/watch?v=BTfzFQJSG2k,BTfzFQJSG2k,,,,Moxy The Band - The Feeling of Letting Go (Visualizer),Moxy The Band,2022-10-31T18:19:17Z,PT3M54S,22460,https://i.ytimg.com/vi/BTfzFQJSG2k/hqdefault.jpg,604,137,"['Moxy The Band', 'Moxy', 'Amber DeLaRosa', 'A Lot Like Birds', 'Sianvar', 'Synth Pop', 'Indie Pop', 'Indie Rock', 'Michael Franzino', 'Dryw Owens', 'The Feeling of Letting Go', 'TFOLG', 'The 1975']",22.5K,604,137,03:54,2022-10-31,3
Is Love -- Xorcist [USA Electronic] (1992),Is Love - Xorcist (USA Electronic 1992),2022-11-11,0.81,3.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Is Love - Xorcist (USA Electronic 1992)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/dKEHsM5ax4Y?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Is Love - Xorcist (USA Electronic 1992)""></iframe>', 'author_name': '2heshd', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/dKEHsM5ax4Y/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@2heshd'}}",Is Love,Xorcist,Is Love,Xorcist,usa electronic,youtube,,https://www.youtube.com/watch?v=dKEHsM5ax4Y,dKEHsM5ax4Y,,,,Is Love - Xorcist (USA Electronic 1992),2heshd,2022-11-11T02:23:17Z,PT9M30S,124,https://i.ytimg.com/vi/dKEHsM5ax4Y/hqdefault.jpg,6,0,,124,6,0,09:30,2022-11-11,3
Noteblock - Vandalize [EDM Remix feat. Klaymore] ONE OK ROCK Cover,"""VANDALIZE"" [Sonic Frontiers Remix] ONE OK ROCK Cover Featuring @NoteBlock | Klaymore / @Katy Scary",2022-11-11,0.71,3.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': '""VANDALIZE"" [Sonic Frontiers Remix] ONE OK ROCK Cover Featuring @NoteBlock | Klaymore / @Katy Scary', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/5c4WhLwLliE?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""&quot;VANDALIZE&quot; [Sonic Frontiers Remix] ONE OK ROCK Cover Featuring @NoteBlock | Klaymore / @Katy Scary""></iframe>', 'author_name': 'Klaymore', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/5c4WhLwLliE/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/Klaymore'}}",Noteblock,Vandalize,,VANDALIZE,edm remix feat. klaymore,youtube,,https://www.youtube.com/watch?v=5c4WhLwLliE,5c4WhLwLliE,,,,"""VANDALIZE"" [Sonic Frontiers Remix] ONE OK ROCK Cover Featuring @NoteBlock | Klaymore / @Katy Scary",Klaymore,2022-11-09T22:45:11Z,PT3M18S,99,https://i.ytimg.com/vi/5c4WhLwLliE/hqdefault.jpg,14,6,,99,14,6,03:18,2022-11-09,3
Ayden Gilham -- Over The Top [Techno pop/ Indie] (2021),Over the Top,2022-11-11,0.61,3.0,"{'oembed': {'provider_url': 'https://www.youtube.com/', 'title': 'Over the Top', 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/0U82jlS5OWw?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Over the Top""></iframe>', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'version': '1.0', 'author_name': 'Ayden Gilham', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/0U82jlS5OWw/hqdefault.jpg', 'type': 'video', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCafMesoAiWrOZNG5X10vcog'}, 'type': 'youtube.com'}",Ayden Gilham,Over The Top,,,"techno pop, indie",youtube,,https://www.youtube.com/watch?v=0U82jlS5OWw,0U82jlS5OWw,,,,Over the Top,Ayden Gilham,2021-03-11T11:15:07Z,PT2M34S,126,https://i.ytimg.com/vi/0U82jlS5OWw/hqdefault.jpg,11,0,"['Ayden', 'Ayden Gilham', 'Music', 'Song', 'Over the Top', 'WW1', 'The first world war', 'recording', 'guitar', 'synth', 'Korg monologue', 'They shall not grow old', 'Footage', 'war', 'Norfolk', 'rifle', 'regiment', 'Voices of ww1', 'Waiting to go over the top', 'Soldiers', 'Somme Mud', 'Trenches', 'Electro pop', 'battle', 'Kraftwerk', 'OMD', 'New Order', 'Great Yarmouth', 'Original', 'synthesiser', 'armistice', 'armistice day', '1914', '1918', 'waltzing Matilda', 'independent artist', 'songwriter', 'war song', 'norwich']",126,11,0,02:34,2021-03-11,3
