r_title,r_media_title,r_post_date,r_upvote_ratio,r_score,r_post_artist,r_post_song,r_media_artist,r_media_song,r_genres,link_source,sp_link_x,yt_link,yt_video_id,sc_link,sc_embed_link,bc_embed_link,track_id,sp_song,sp_artist,id,sp_link_y,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,sp_artwork_640px,sp_release_date,sp_release_year,sp_explicit,sp_popularity,sp_audio_preview,sp_genres,sp_artist_popularity,sp_follower_count
"Mos Def - Auditorium (ft. Slick Rick) [Hip Hop, Rap]",Mos Def  - Auditorium (feat. Slick Rick),2022-12-06,0.92,844.0,Mos Def,Auditorium,Mos Def,Auditorium,"hip hop, rap",youtube,,https://www.youtube.com/watch?v=nx1_yzq9cX4,nx1_yzq9cX4,,,,,ANDY KAUFMAN,Anime Yxngoat,3uGYhrfZ05MmLYXKO3NXBM,,0.617,0.61,0.0,-9.549,1.0,0.274,0.192,0.0,0.638,0.0751,114.767,audio_features,spotify:track:3uGYhrfZ05MmLYXKO3NXBM,https://api.spotify.com/v1/tracks/3uGYhrfZ05MmLYXKO3NXBM,https://api.spotify.com/v1/audio-analysis/3uGYhrfZ05MmLYXKO3NXBM,139946.0,4.0,https://i.scdn.co/image/ab67616d0000b273ce3d10a904a340adfdbf9dcb,2021-04-19,2021.0,True,0.0,https://p.scdn.co/mp3-preview/1ed0bfd4493a578d9cc690e2f8fe46f9edce196f?cid=484c8fc1e0c54669ac770f80991a8280,,0,17
Ivory - Ariela [indie folk] (2022),Ivory,2022-12-05,0.94,729.0,Ivory,Ariela,,,indie folk,youtube,,https://www.youtube.com/watch?v=4T2U1lURCVQ,4T2U1lURCVQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'brill building pop',62,379777
John Holt -- Police in Helicopter [reggae] (1983),John Holt Police in Helicopter - 'Police in Helicopter' Reggae classics,2022-12-02,0.95,595.0,John Holt,Police in Helicopter,John Holt Police in Helicopter,Police in Helicopter,reggae,youtube,,https://www.youtube.com/watch?v=iXM8JlWeZI0,iXM8JlWeZI0,,,,,Police In Helicopter,John Holt,0mD19MC6H0OzHvEUADHypU,,0.683,0.653,9.0,-7.586,0.0,0.113,0.0326,8.42e-06,0.0578,0.501,143.224,audio_features,spotify:track:0mD19MC6H0OzHvEUADHypU,https://api.spotify.com/v1/tracks/0mD19MC6H0OzHvEUADHypU,https://api.spotify.com/v1/audio-analysis/0mD19MC6H0OzHvEUADHypU,219160.0,4.0,https://i.scdn.co/image/ab67616d0000b27340107fefea4bea8968e643cc,1983-01-01,1983.0,False,57.0,https://p.scdn.co/mp3-preview/da0e556a0e4a29a4b7544e30a450e6142e2db0b1?cid=484c8fc1e0c54669ac770f80991a8280,"'dub', 'lovers rock', 'reggae', 'rocksteady', 'roots reggae', 'ska'",49,120578
"Khruangbin - Texas Sun [rock, soul, funk] - full album vinyl rip",Texas Sun - Khruangbin & Leon Bridges (full album vinyl rip),2022-12-05,0.96,578.0,Khruangbin,Texas Sun,Texas Sun,Khruangbin & Leon Bridges,"rock, soul, funk",youtube,,https://www.youtube.com/watch?v=M6DdFQV6M2s,M6DdFQV6M2s,,,,,Texas Sun,Khruangbin,24ntSW3QVJzR79lHAAOTaY,,0.636,0.634,7.0,-10.01,1.0,0.0342,0.0364,0.147,0.0998,0.599,111.563,audio_features,spotify:track:24ntSW3QVJzR79lHAAOTaY,https://api.spotify.com/v1/tracks/24ntSW3QVJzR79lHAAOTaY,https://api.spotify.com/v1/audio-analysis/24ntSW3QVJzR79lHAAOTaY,252812.0,4.0,https://i.scdn.co/image/ab67616d0000b273ff26bd277274b27f249cc638,2020-02-07,2020.0,False,73.0,https://p.scdn.co/mp3-preview/6cffd3cdff9ad9ea48885877f62d25a1fdb61404?cid=484c8fc1e0c54669ac770f80991a8280,'neo-psychedelic',70,1320508
"Exuma - Mama Loi, Papa Loi [Psychdelic Folk] (1970)","Mama Loi, Papa Loi",2022-12-03,0.94,505.0,Exuma,"Mama Loi, Papa Loi",,,psychdelic folk,youtube,,https://www.youtube.com/watch?v=CBIX4hC48dM,CBIX4hC48dM,,,,,"Mama Loi, Papa Loi",Exuma,1qCKZwiZGDTTZ1FMszvNYs,,0.401,0.902,2.0,-5.909,1.0,0.203,0.0727,0.0,0.127,0.306,103.434,audio_features,spotify:track:1qCKZwiZGDTTZ1FMszvNYs,https://api.spotify.com/v1/tracks/1qCKZwiZGDTTZ1FMszvNYs,https://api.spotify.com/v1/audio-analysis/1qCKZwiZGDTTZ1FMszvNYs,274840.0,4.0,https://i.scdn.co/image/ab67616d0000b273ddad47b8ed3402b7ec3ee048,1970-01-01,1970.0,False,35.0,,"'bahamian folk', 'experimental', 'freak folk'",32,16703
Grim Fairies - Off With Her Head [Industrial/Goth] (2001),GRIM FAERIES- Off With Her Head!,2022-12-01,0.91,404.0,Grim Fairies,Off With Her Head,GRIM FAERIES,Off With Her Head!,"industrial, goth",youtube,,https://www.youtube.com/watch?v=AcsFOboloZE,AcsFOboloZE,,,,,Oasis,Grim Fables,4mntJHifpsTzYAjdK11MAO,,0.345,0.971,11.0,-1.791,1.0,0.0812,0.00144,0.857,0.32,0.0566,110.035,audio_features,spotify:track:4mntJHifpsTzYAjdK11MAO,https://api.spotify.com/v1/tracks/4mntJHifpsTzYAjdK11MAO,https://api.spotify.com/v1/audio-analysis/4mntJHifpsTzYAjdK11MAO,305793.0,4.0,https://i.scdn.co/image/ab67616d0000b2732aa210d9d3cf3131c80df526,2018-07-16,2018.0,False,30.0,https://p.scdn.co/mp3-preview/86f965fa23dc6b34da683db3a40a6486ee9fb69d?cid=484c8fc1e0c54669ac770f80991a8280,,14,501
GZA - Shadowboxin' ft. Method Man [Rap],GZA - Shadowboxin' (Feat. Method Man),2022-12-06,0.92,268.0,GZA,Shadowboxin ft. Method Man,GZA,Shadowboxin,rap,youtube,,https://www.youtube.com/watch?v=-IZE7JSLJU0,-IZE7JSLJU0,,,,,Shadowboxin',GZA,7bp5DfkdK1OAvNJ1U4HfDA,,0.704,0.642,1.0,-10.11,1.0,0.39,0.00704,1.43e-06,0.161,0.72,92.09,audio_features,spotify:track:7bp5DfkdK1OAvNJ1U4HfDA,https://api.spotify.com/v1/tracks/7bp5DfkdK1OAvNJ1U4HfDA,https://api.spotify.com/v1/audio-analysis/7bp5DfkdK1OAvNJ1U4HfDA,209973.0,4.0,https://i.scdn.co/image/ab67616d0000b27384b6abc19fb31fb382378bbc,1995-11-07,1995.0,True,66.0,,"'alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap'",62,455168
Florence + the Machine - Dog Days Are Over [Indie Pop] Live/ Acoustic Version,The Dog Days Are Over-  #Florence+TheMachine,2022-12-05,0.9,172.0,Florence + the Machine,Dog Days Are Over,The Dog Days Are Over,#Florence+TheMachine,indie pop,youtube,,https://www.youtube.com/watch?v=0HuYEOO2r1g,0HuYEOO2r1g,,,,,Dog Days Are Over,Florence + The Machine,1YLJVmuzeM2YSUkCCaTNUB,,0.492,0.81,7.0,-5.315,1.0,0.0847,0.0416,0.00379,0.117,0.245,149.954,audio_features,spotify:track:1YLJVmuzeM2YSUkCCaTNUB,https://api.spotify.com/v1/tracks/1YLJVmuzeM2YSUkCCaTNUB,https://api.spotify.com/v1/audio-analysis/1YLJVmuzeM2YSUkCCaTNUB,251840.0,4.0,https://i.scdn.co/image/ab67616d0000b2730672b0f8756ae2af86e8a5ce,2009-01-01,2009.0,False,70.0,,"'baroque pop', 'pop', 'uk alternative pop'",75,6108991
At Your Throat — Leeches [Hardcore Punk] (2021),Leeches,2022-12-04,0.86,165.0,At Your Throat,Leeches,,,hardcore punk,youtube,,https://www.youtube.com/watch?v=XzzLZhJ08eQ,XzzLZhJ08eQ,,,,,Leeches,At Your Throat,2trEmV94AIb4dnahaUHWQM,,0.414,0.983,6.0,-4.429,1.0,0.119,8.67e-06,0.000146,0.575,0.253,100.034,audio_features,spotify:track:2trEmV94AIb4dnahaUHWQM,https://api.spotify.com/v1/tracks/2trEmV94AIb4dnahaUHWQM,https://api.spotify.com/v1/audio-analysis/2trEmV94AIb4dnahaUHWQM,97200.0,4.0,https://i.scdn.co/image/ab67616d0000b273cb9db364b06b164a67223d86,2021-11-06,2021.0,False,7.0,https://p.scdn.co/mp3-preview/5c768785508c362f5c99ad032e9970ac04d54328?cid=484c8fc1e0c54669ac770f80991a8280,,7,36
Phlebotomized – Barricade [Avant-garde death metal] (1994),Immense Intense Suspense Barricade,2022-12-04,0.88,160.0,Phlebotomized,Barricade,,,avant-garde death metal,youtube,,https://www.youtube.com/watch?v=lm9kJDDevls,lm9kJDDevls,,,,,Immense Intense Suspense Barricade,Phlebotomized,1ZcOmJ0uJedYJvGovVBZk2,,0.192,0.719,5.0,-8.371,0.0,0.0576,0.00102,0.885,0.0647,0.35,180.191,audio_features,spotify:track:1ZcOmJ0uJedYJvGovVBZk2,https://api.spotify.com/v1/tracks/1ZcOmJ0uJedYJvGovVBZk2,https://api.spotify.com/v1/audio-analysis/1ZcOmJ0uJedYJvGovVBZk2,356000.0,3.0,https://i.scdn.co/image/ab67616d0000b273d22675f9fa837b9778666913,2022-05-20,2022.0,False,12.0,https://p.scdn.co/mp3-preview/6d595c62e6bd769e2b491bbc5ff451e67aedbc5c?cid=484c8fc1e0c54669ac770f80991a8280,"'dutch death metal', 'dutch metal'",9,4025
Stone Temple Pilots - Vasoline [Grunge] (1994),Vasoline - 2019 Remaster,2022-12-04,0.9,133.0,Stone Temple Pilots,Vasoline,Vasoline,2019 Remaster,grunge,spotify,https://open.spotify.com/track/4fjsOdrWMaKf70x21h5XbX,,,,,,4fjsOdrWMaKf70x21h5XbX,Vasoline - 2019 Remaster,Stone Temple Pilots,4fjsOdrWMaKf70x21h5XbX,https://open.spotify.com/track/4fjsOdrWMaKf70x21h5XbX,0.295,0.977,10.0,-7.086,1.0,0.088,0.00147,0.000187,0.0887,0.353,168.672,audio_features,spotify:track:4fjsOdrWMaKf70x21h5XbX,https://api.spotify.com/v1/tracks/4fjsOdrWMaKf70x21h5XbX,https://api.spotify.com/v1/audio-analysis/4fjsOdrWMaKf70x21h5XbX,176547.0,4.0,https://i.scdn.co/image/ab67616d0000b2736db0b75182c54680392aaa20,1994-06-07,1994.0,False,62.0,https://p.scdn.co/mp3-preview/ad3a252003f13730f601908eaf1ac02c8180086e?cid=484c8fc1e0c54669ac770f80991a8280,"'alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'pop rock', 'post-grunge', 'rock'",66,3043890
Mansions - Out For Blood [indie emo] (2013),Mansions - Out For Blood,2022-12-04,0.9,129.0,Mansions,Out For Blood,Mansions,Out For Blood,indie emo,youtube,,https://www.youtube.com/watch?v=dSdg7I-Paco,dSdg7I-Paco,,,,,Out for Blood,Mansions,7dRZ4vJoQCksdA0zJcnmu6,,0.46,0.845,6.0,-4.645,0.0,0.0477,0.000343,0.389,0.109,0.198,116.025,audio_features,spotify:track:7dRZ4vJoQCksdA0zJcnmu6,https://api.spotify.com/v1/tracks/7dRZ4vJoQCksdA0zJcnmu6,https://api.spotify.com/v1/audio-analysis/7dRZ4vJoQCksdA0zJcnmu6,229331.0,4.0,https://i.scdn.co/image/ab67616d0000b273f1644fe006d7281542766ff7,2013-11-12,2013.0,False,12.0,https://p.scdn.co/mp3-preview/744bbd1ae0b3f748279715d0d11c947037edce06?cid=484c8fc1e0c54669ac770f80991a8280,"'alternative emo', 'anthem emo', 'dreamo'",28,24430
Orchid - Dance Tonight! Revolution Tomorrow! [Screamo] (2000),"Orchid - Dance Tonight, Revolution Tomorrow! (FULL ALBUM)",2022-12-05,0.86,104.0,Orchid,Dance Tonight! Revolution Tomorrow!,Orchid,"Dance Tonight, Revolution Tomorrow!",screamo,youtube,,https://www.youtube.com/watch?v=ToGzfPpu4P8,ToGzfPpu4P8,,,,,I Am Nietzche,Orchid,2hMmSD4bqTqoPwMaOaNzI7,,0.281,0.979,8.0,-3.939,1.0,0.116,5.15e-05,0.733,0.111,0.157,81.511,audio_features,spotify:track:2hMmSD4bqTqoPwMaOaNzI7,https://api.spotify.com/v1/tracks/2hMmSD4bqTqoPwMaOaNzI7,https://api.spotify.com/v1/audio-analysis/2hMmSD4bqTqoPwMaOaNzI7,158267.0,3.0,https://i.scdn.co/image/ab67616d0000b273c1843a827f650e35cbe79231,2000-12-04,2000.0,False,32.0,https://p.scdn.co/mp3-preview/e00a856f5db01b0c7174e15c8dfa3e8b347724be?cid=484c8fc1e0c54669ac770f80991a8280,"'dreamo', 'lo-fi indie', 'modern dream pop'",41,34506
Stevie Wonder - Isn’t She Lovely [Soul/Motown],Stevie Wonder - Isn't She Lovely,2022-12-05,0.92,98.0,Stevie Wonder,Isn’t She Lovely,Stevie Wonder,Isn't She Lovely,"soul, motown",youtube,,https://www.youtube.com/watch?v=9-n3Ydy7ras,9-n3Ydy7ras,,,,,Isn’t She Lovely,Stevie Wonder,6wGlAaMfyhKdEPr2zycAnN,,0.793,0.263,4.0,-14.48,1.0,0.033,0.0725,0.394,0.0446,0.422,105.938,audio_features,spotify:track:6wGlAaMfyhKdEPr2zycAnN,https://api.spotify.com/v1/tracks/6wGlAaMfyhKdEPr2zycAnN,https://api.spotify.com/v1/audio-analysis/6wGlAaMfyhKdEPr2zycAnN,124253.0,4.0,https://i.scdn.co/image/ab67616d0000b2733d78c033233a09c68a9e713a,2017-05-11,2017.0,False,22.0,https://p.scdn.co/mp3-preview/a046e73d560086143337700411ed4e8919f8d03f?cid=484c8fc1e0c54669ac770f80991a8280,"'adult standards', 'funk', 'motown', 'quiet storm', 'soul'",76,5888595
Junkyard Choir - I'll Be Gone [Blues/Rock/Soul] (2022),I’ll Be Gone - Junkyard Choir,2022-12-07,0.86,97.0,Junkyard Choir,Ill Be Gone,I’ll Be Gone,Junkyard Choir,"blues, rock, soul",youtube,,https://www.youtube.com/watch?v=WgTeGOY8upU,WgTeGOY8upU,,,,,I'll Be Gone,Junkyard Choir,1dsppjIZZjFHyLtfdjXZkt,,0.272,0.634,10.0,-6.683,1.0,0.0432,0.564,3.49e-06,0.138,0.452,166.523,audio_features,spotify:track:1dsppjIZZjFHyLtfdjXZkt,https://api.spotify.com/v1/tracks/1dsppjIZZjFHyLtfdjXZkt,https://api.spotify.com/v1/audio-analysis/1dsppjIZZjFHyLtfdjXZkt,311893.0,3.0,https://i.scdn.co/image/ab67616d0000b273418e299a4cdab9da214d28c5,2022-11-25,2022.0,False,3.0,https://p.scdn.co/mp3-preview/bbaa2b9bf45f68012fe550e9da31bfeb3436175d?cid=484c8fc1e0c54669ac770f80991a8280,,6,262
Dentist -- Don't Let Me Catch You [indie rock] (2022),Dentist - Don't Let Me Catch You (Official Music Video),2022-12-01,0.83,92.0,Dentist,Dont Let Me Catch You,Dentist,Dont Let Me Catch You,indie rock,youtube,,https://www.youtube.com/watch?v=ca7cjhWvb8o,ca7cjhWvb8o,,,,,Don't Let Me Catch You,Dentist,2S5YQo1nRj3U79zpvT4eTF,,0.548,0.85,11.0,-5.398,1.0,0.0434,0.00183,0.00793,0.149,0.7,89.976,audio_features,spotify:track:2S5YQo1nRj3U79zpvT4eTF,https://api.spotify.com/v1/tracks/2S5YQo1nRj3U79zpvT4eTF,https://api.spotify.com/v1/audio-analysis/2S5YQo1nRj3U79zpvT4eTF,153056.0,4.0,https://i.scdn.co/image/ab67616d0000b2735c91c32a9b51479857067e34,2022-09-02,2022.0,False,9.0,https://p.scdn.co/mp3-preview/5eac3d75591d44467ba3143be8f6035782e4a44b?cid=484c8fc1e0c54669ac770f80991a8280,,33,29
Alabama Shakes - Future People [Neo-Soul],Alabama Shakes - Future People (Live from Capitol Studio A) [Official Video],2022-12-06,0.88,86.0,Alabama Shakes,Future People,Alabama Shakes,Future People,neo-soul,youtube,,https://www.youtube.com/watch?v=JbR999N5MiA,JbR999N5MiA,,,,,Future People,Alabama Shakes,7uuoh2lEaGcbNpbKCvzawf,,0.381,0.768,6.0,-4.314,0.0,0.0536,0.101,0.122,0.0954,0.509,154.021,audio_features,spotify:track:7uuoh2lEaGcbNpbKCvzawf,https://api.spotify.com/v1/tracks/7uuoh2lEaGcbNpbKCvzawf,https://api.spotify.com/v1/audio-analysis/7uuoh2lEaGcbNpbKCvzawf,201612.0,4.0,https://i.scdn.co/image/ab67616d0000b27332c3af4422e6186f3939653f,2021-10-29,2021.0,False,47.0,https://p.scdn.co/mp3-preview/adb758c39ca80a0a8b2b9c88a0ecac9c579ea86e?cid=484c8fc1e0c54669ac770f80991a8280,"'alabama indie', 'modern blues rock', 'rock'",60,1554759
Donny Hathaway - The Ghetto [Soul/Funk],Donny Hathaway • “The Ghetto” • LIVE 1970,2022-12-06,0.85,74.0,Donny Hathaway,The Ghetto,Donny Hathaway •,The Ghetto • LIVE 1970,"soul, funk",youtube,,https://www.youtube.com/watch?v=WkfTLnE5Vtk,WkfTLnE5Vtk,,,,,"The Ghetto, Pt. 1 (Edited Version)",Donny Hathaway,1rHa2c3mDBx0HvUbF9vYN1,,0.752,0.273,10.0,-20.038,0.0,0.0328,0.516,0.401,0.152,0.814,113.934,audio_features,spotify:track:1rHa2c3mDBx0HvUbF9vYN1,https://api.spotify.com/v1/tracks/1rHa2c3mDBx0HvUbF9vYN1,https://api.spotify.com/v1/audio-analysis/1rHa2c3mDBx0HvUbF9vYN1,409733.0,4.0,https://i.scdn.co/image/ab67616d0000b273cb6ef9e0e9edc9088c6a820f,2022-11-25,2022.0,False,0.0,https://p.scdn.co/mp3-preview/2cc3ced562f05941e15bd30279386615213e95cb?cid=484c8fc1e0c54669ac770f80991a8280,"'chicago soul', 'classic soul', 'funk', 'neo soul', 'quiet storm', 'soul'",63,508938
Richard Thompson - 52 Vincent Black Lightening [Folk],Richard Thompson - 1952 Vincent Black Lightning,2022-12-06,0.8,65.0,Richard Thompson,52 Vincent Black Lightening,Richard Thompson,1952 Vincent Black Lightning,folk,youtube,,https://www.youtube.com/watch?v=5yw2yKNLEPc,5yw2yKNLEPc,,,,,1952 Vincent Black Lightning,Richard Thompson,1KueOLeUZpaNRK2InckxVT,,0.488,0.209,10.0,-19.549,1.0,0.0369,0.374,5.05e-06,0.103,0.362,120.63,audio_features,spotify:track:1KueOLeUZpaNRK2InckxVT,https://api.spotify.com/v1/tracks/1KueOLeUZpaNRK2InckxVT,https://api.spotify.com/v1/audio-analysis/1KueOLeUZpaNRK2InckxVT,283493.0,4.0,https://i.scdn.co/image/ab67616d0000b273d0a9155919bee566b5db0598,1991-01-01,1991.0,False,58.0,,"'british folk', 'country rock', 'folk', 'folk rock', 'roots rock', 'singer-songwriter'",45,81364
maya is dead soon -- shell (demo version) [indie rock / alternative] (2022),shell (demo Version),2022-12-06,0.84,59.0,maya is dead soon,shell,,,"indie rock, alternative",youtube,,https://www.youtube.com/watch?v=nW_EeRuL0H4,nW_EeRuL0H4,,,,,shell - demo version,maya is dead soon,6dwhaitKuQzwpJtDdQ5WQg,,0.709,0.788,4.0,-12.465,1.0,0.0314,0.144,0.722,0.0738,0.988,140.009,audio_features,spotify:track:6dwhaitKuQzwpJtDdQ5WQg,https://api.spotify.com/v1/tracks/6dwhaitKuQzwpJtDdQ5WQg,https://api.spotify.com/v1/audio-analysis/6dwhaitKuQzwpJtDdQ5WQg,176789.0,4.0,https://i.scdn.co/image/ab67616d0000b2731c27b11076b09b2341d3e73a,2022-12-02,2022.0,False,2.0,https://p.scdn.co/mp3-preview/510e6a029ce961dbd52adf261d3976f649158631?cid=484c8fc1e0c54669ac770f80991a8280,,4,118
St. Paul and The Broken Bones - Call Me [Southern Soul],St. Paul and The Broken Bones - Call Me | OurVinyl Sessions,2022-12-05,0.9,57.0,St. Paul and The Broken Bones,Call Me,St. Paul and The Broken Bones,Call Me | OurVinyl Sessions,southern soul,youtube,,https://www.youtube.com/watch?v=z7s9A3s8iv8,z7s9A3s8iv8,,,,,Call Me,St. Paul & The Broken Bones,5Z0MrFDEIDB075We9w9276,,0.573,0.786,7.0,-4.354,1.0,0.0352,0.0634,0.212,0.117,0.612,110.289,audio_features,spotify:track:5Z0MrFDEIDB075We9w9276,https://api.spotify.com/v1/tracks/5Z0MrFDEIDB075We9w9276,https://api.spotify.com/v1/audio-analysis/5Z0MrFDEIDB075We9w9276,171267.0,4.0,https://i.scdn.co/image/ab67616d0000b273793d44aad3d0c0158d517c15,2014-02-18,2014.0,False,61.0,https://p.scdn.co/mp3-preview/c3bd4639a8375956a3fbc494caa6344ea50b078d?cid=484c8fc1e0c54669ac770f80991a8280,"'funk', 'retro soul', 'rock', 'roots rock'",54,373443
Nina Simone - Strange Fruit [Vocal Blues],Nina Simone Strange Fruit,2022-12-06,0.83,52.0,Nina Simone,Strange Fruit,,,vocal blues,youtube,,https://www.youtube.com/watch?v=WXzTMjAoS84,WXzTMjAoS84,,,,,Strange Fruit,Nina Simone,2eKwjJkBUaeaGq5GA1wTwc,,0.383,0.0248,11.0,-15.854,0.0,0.0673,0.917,0.0,0.0778,0.237,85.103,audio_features,spotify:track:2eKwjJkBUaeaGq5GA1wTwc,https://api.spotify.com/v1/tracks/2eKwjJkBUaeaGq5GA1wTwc,https://api.spotify.com/v1/audio-analysis/2eKwjJkBUaeaGq5GA1wTwc,208933.0,3.0,https://i.scdn.co/image/ab67616d0000b273fda3269eebbf31611d10bda6,1965-10-01,1965.0,False,49.0,,"'jazz blues', 'soul', 'soul jazz', 'torch song', 'vocal jazz'",68,2478935
Great Time - 80z Slo Jam [indie pop] (2021),GREAT TIME - 80z Slo Jam - Live at Great Time Studios,2022-12-01,0.78,40.0,Great Time,80z Slo Jam,GREAT TIME,80z Slo Jam - Live at Great Time Studios,indie pop,youtube,,https://www.youtube.com/watch?v=DY7n7lD2zes,DY7n7lD2zes,,,,,80z Slo Jam (Live in Philadelphia),Great Time,1ygG6xdb5aeKRoMPrjkWZY,,0.462,0.823,5.0,-6.252,0.0,0.0677,0.0222,0.00754,0.568,0.129,90.987,audio_features,spotify:track:1ygG6xdb5aeKRoMPrjkWZY,https://api.spotify.com/v1/tracks/1ygG6xdb5aeKRoMPrjkWZY,https://api.spotify.com/v1/audio-analysis/1ygG6xdb5aeKRoMPrjkWZY,251647.0,4.0,https://i.scdn.co/image/ab67616d0000b27378c218e6fba278884c468cb8,2022-10-19,2022.0,False,13.0,https://p.scdn.co/mp3-preview/0a8e9a0c309c8d2eef685e56235b9f1c328f6b3e?cid=484c8fc1e0c54669ac770f80991a8280,,19,3191
"Suzanne Vega - Blood Makes Noise [Alternative/Indie, Rock]",Suzanne Vega - Blood Makes Noise,2022-12-06,0.81,39.0,Suzanne Vega,Blood Makes Noise,Suzanne Vega,Blood Makes Noise,"alternative, indie, rock",youtube,,https://www.youtube.com/watch?v=v6qvIhygLTs,v6qvIhygLTs,,,,,Blood Makes Noise,Suzanne Vega,6w3hcxMOdLmPptNDwadORJ,,0.599,0.751,11.0,-12.372,1.0,0.0352,0.000525,0.659,0.0827,0.905,87.861,audio_features,spotify:track:6w3hcxMOdLmPptNDwadORJ,https://api.spotify.com/v1/tracks/6w3hcxMOdLmPptNDwadORJ,https://api.spotify.com/v1/audio-analysis/6w3hcxMOdLmPptNDwadORJ,148107.0,4.0,https://i.scdn.co/image/ab67616d0000b2731e6c4bb0511da474ac06cb05,1992-01-01,1992.0,False,37.0,,"'lilith', 'new wave pop', 'permanent wave', 'pop rock', 'singer-songwriter'",55,415243
Fleshwater - The Razor's Apple [Shoegaze/Post-Hardcore] (2022),Fleshwater - The Razor's Apple (Official Video),2022-12-07,0.87,38.0,Fleshwater,The Razors Apple,Fleshwater,The Razors Apple,"shoegaze, post-hardcore",youtube,,https://www.youtube.com/watch?v=Omul2aBWWKs,Omul2aBWWKs,,,,,The Razor's Apple,Fleshwater,0rFdjHoldrbHIBeUIjxi5a,,0.336,0.943,1.0,-3.46,0.0,0.0892,3.61e-06,0.0149,0.317,0.394,73.604,audio_features,spotify:track:0rFdjHoldrbHIBeUIjxi5a,https://api.spotify.com/v1/tracks/0rFdjHoldrbHIBeUIjxi5a,https://api.spotify.com/v1/audio-analysis/0rFdjHoldrbHIBeUIjxi5a,191237.0,4.0,https://i.scdn.co/image/ab67616d0000b2735e6a9cd045fa8da9ba2fe81a,2022-11-04,2022.0,False,46.0,https://p.scdn.co/mp3-preview/f97a56b3402271b074c856d5414632f46cbecf31?cid=484c8fc1e0c54669ac770f80991a8280,"'dreamo', 'grungegaze'",47,20524
The Pale Fountains - Thank You [Indie/New Wave] (1982),THE PALE FOUNTAINS - Thank You,2022-12-04,0.82,37.0,The Pale Fountains,Thank You,THE PALE FOUNTAINS,Thank You,"indie, new wave",youtube,,https://www.youtube.com/watch?v=0pTqtd9r83I,0pTqtd9r83I,,,,,Thank You,The Pale Fountains,1j8ad950mzeLrMEPCGPl41,,0.48,0.575,9.0,-7.442,0.0,0.0418,0.0549,0.0029,0.135,0.4,120.7,audio_features,spotify:track:1j8ad950mzeLrMEPCGPl41,https://api.spotify.com/v1/tracks/1j8ad950mzeLrMEPCGPl41,https://api.spotify.com/v1/audio-analysis/1j8ad950mzeLrMEPCGPl41,171760.0,4.0,https://i.scdn.co/image/ab67616d0000b273346fdf169eb84fa9a16dd1d9,1998-01-01,1998.0,False,17.0,https://p.scdn.co/mp3-preview/bfd4e0410bf14c9f04cd33c743e04c0392a744b6?cid=484c8fc1e0c54669ac770f80991a8280,"'c86', 'melancholia', 'new wave', 'sophisti-pop'",26,16068
Sports Coach - Inversions [Synth Pop/ Hypnagogic Pop] (2017),Sports Coach - Inversions (Music Video),2022-12-03,0.87,36.0,Sports Coach,Inversions,Sports Coach,Inversions,"synth pop, hypnagogic pop",youtube,,https://www.youtube.com/watch?v=pTUXZItNxUI,pTUXZItNxUI,,,,,Inversions,Sports Coach,1JMBgmL6z2tAn2yaSopHDa,,0.369,0.522,1.0,-7.096,1.0,0.0383,0.675,0.0888,0.066,0.546,69.97,audio_features,spotify:track:1JMBgmL6z2tAn2yaSopHDa,https://api.spotify.com/v1/tracks/1JMBgmL6z2tAn2yaSopHDa,https://api.spotify.com/v1/audio-analysis/1JMBgmL6z2tAn2yaSopHDa,127000.0,3.0,https://i.scdn.co/image/ab67616d0000b273d37b944b90f9ac1722613bb0,2017-05-04,2017.0,False,37.0,https://p.scdn.co/mp3-preview/b0896acdf209348e6785314aa8369a54a84a4202?cid=484c8fc1e0c54669ac770f80991a8280,'indie garage rock',36,8133
JIMEK -- Polish Hiphop history orchestradted [instrumental hip-hop] (2022),yes. we DO have hip-hop culture in Poland. POLSKI Hip-hop History Orchestrated by JIMEK,2022-12-05,0.84,31.0,JIMEK,Polish Hiphop history orchestradted,yes. we DO have hip,hop culture in Poland. POLSKI Hip-hop History Orchestrated by JIMEK,instrumental hip hop,youtube,,https://www.youtube.com/watch?v=OqN2ArQCC8Y,OqN2ArQCC8Y,,,,,HISTORIA POLSKIEGO HIP-HOPU NA ORKIESTRĘ SYMFONICZNĄ - Live,JIMEK,6tQTL1fwZfnfLtXtom3et3,,0.431,0.561,2.0,-13.486,1.0,0.0324,0.141,0.668,0.951,0.343,95.788,audio_features,spotify:track:6tQTL1fwZfnfLtXtom3et3,https://api.spotify.com/v1/tracks/6tQTL1fwZfnfLtXtom3et3,https://api.spotify.com/v1/audio-analysis/6tQTL1fwZfnfLtXtom3et3,952517.0,4.0,https://i.scdn.co/image/ab67616d0000b273006012018198f0fded2d8b90,2022-12-01,2022.0,False,25.0,https://p.scdn.co/mp3-preview/27e4e1fad7e15f306617c00357d9c382cd9ffb69?cid=484c8fc1e0c54669ac770f80991a8280,,30,16514
